epoch,step,phase,train_loss,loss_sent,loss_prosody,loss_words,loss_phones,val_loss,mae_total,mae_accuracy,mae_fluency,mae_prosodic,mae_completeness,rmse_total,rmse_accuracy,rmse_fluency,rmse_prosodic,rmse_completeness,pearson_total,pearson_accuracy,pearson_fluency,pearson_prosodic,pearson_completeness,spearman_total,spearman_accuracy,spearman_fluency,spearman_prosodic,spearman_completeness
18,400,train,0.013318,0.001768,0.000964,0.011368,0.018892,,,,,,,,,,,,,,,,,,,,,
18,450,train,0.010942,0.001832,0.000697,0.000401,0.001105,,,,,,,,,,,,,,,,,,,,,
18,500,train,0.013656,0.001836,0.000667,0.000696,0.002294,,,,,,,,,,,,,,,,,,,,,
18,550,train,0.012417,0.000839,0.000400,0.000927,0.002941,,,,,,,,,,,,,,,,,,,,,
18,600,train,0.011745,0.003079,0.000434,0.005518,0.006656,,,,,,,,,,,,,,,,,,,,,
18,end,val,,,,,,0.021895,0.079771,0.082227,0.067688,0.068433,0.485345,0.112687,0.116280,0.094587,0.095845,0.485714,0.688759,0.662002,0.749370,0.746913,0.011091,0.666579,0.618908,0.737868,0.735586,0.042356
19,50,train,0.013894,0.001662,0.000629,0.015494,0.018617,,,,,,,,,,,,,,,,,,,,,
19,100,train,0.011263,0.001530,0.001225,0.009646,0.021650,,,,,,,,,,,,,,,,,,,,,
19,150,train,0.010930,0.003566,0.000270,0.001446,0.008211,,,,,,,,,,,,,,,,,,,,,
19,200,train,0.011002,0.003040,0.000972,0.008343,0.024489,,,,,,,,,,,,,,,,,,,,,
19,250,train,0.011442,0.002061,0.000336,0.004118,0.017341,,,,,,,,,,,,,,,,,,,,,
19,300,train,0.012969,0.002585,0.001593,0.008918,0.006534,,,,,,,,,,,,,,,,,,,,,
19,350,train,0.010940,0.003979,0.000961,0.002353,0.008816,,,,,,,,,,,,,,,,,,,,,
19,400,train,0.011258,0.000986,0.000525,0.001914,0.002246,,,,,,,,,,,,,,,,,,,,,
19,450,train,0.012032,0.000918,0.000649,0.008949,0.013703,,,,,,,,,,,,,,,,,,,,,
19,500,train,0.012226,0.003099,0.001042,0.005889,0.017893,,,,,,,,,,,,,,,,,,,,,
19,550,train,0.012845,0.002279,0.000867,0.007453,0.012143,,,,,,,,,,,,,,,,,,,,,
19,600,train,0.010856,0.002038,0.001368,0.000097,0.002610,,,,,,,,,,,,,,,,,,,,,
19,end,val,,,,,,0.021819,0.078630,0.082216,0.067594,0.067379,0.485698,0.115185,0.118577,0.096435,0.096230,0.486075,0.690168,0.665270,0.754374,0.750360,0.056223,0.674433,0.627847,0.745033,0.740365,0.063483
20,50,train,0.010655,0.001244,0.000704,0.000246,0.000863,,,,,,,,,,,,,,,,,,,,,
20,100,train,0.012503,0.003067,0.000419,0.002685,0.015817,,,,,,,,,,,,,,,,,,,,,
20,150,train,0.009677,0.002987,0.000698,0.004831,0.014711,,,,,,,,,,,,,,,,,,,,,
20,200,train,0.010298,0.004309,0.000861,0.012136,0.012745,,,,,,,,,,,,,,,,,,,,,
20,250,train,0.011327,0.002618,0.000407,0.003886,0.019435,,,,,,,,,,,,,,,,,,,,,
20,300,train,0.010736,0.004814,0.000504,0.011127,0.018490,,,,,,,,,,,,,,,,,,,,,
20,350,train,0.011175,0.001980,0.000448,0.010643,0.017613,,,,,,,,,,,,,,,,,,,,,
20,400,train,0.008562,0.001661,0.000480,0.012145,0.021734,,,,,,,,,,,,,,,,,,,,,
20,450,train,0.011924,0.003807,0.000842,0.004737,0.023441,,,,,,,,,,,,,,,,,,,,,
20,500,train,0.010582,0.000695,0.001128,0.001881,0.003297,,,,,,,,,,,,,,,,,,,,,
20,550,train,0.013244,0.001445,0.000574,0.002745,0.003345,,,,,,,,,,,,,,,,,,,,,
20,600,train,0.012525,0.002510,0.000351,0.000103,0.001772,,,,,,,,,,,,,,,,,,,,,
20,end,val,,,,,,0.022507,0.079855,0.083818,0.068856,0.069506,0.487350,0.115728,0.120649,0.097088,0.097783,0.487723,0.674878,0.648246,0.739463,0.741364,0.033747,0.664517,0.621538,0.731355,0.731153,0.048697
21,50,train,0.010476,0.002014,0.000458,0.000414,0.011609,,,,,,,,,,,,,,,,,,,,,
21,100,train,0.010583,0.001900,0.001609,0.003820,0.011181,,,,,,,,,,,,,,,,,,,,,
21,150,train,0.010353,0.002162,0.000482,0.002251,0.011372,,,,,,,,,,,,,,,,,,,,,
21,200,train,0.011468,0.001471,0.000153,0.000786,0.001206,,,,,,,,,,,,,,,,,,,,,
21,250,train,0.010955,0.001398,0.000247,0.001860,0.007068,,,,,,,,,,,,,,,,,,,,,
21,300,train,0.011361,0.002759,0.001492,0.011695,0.015026,,,,,,,,,,,,,,,,,,,,,
21,350,train,0.011503,0.002330,0.000521,0.006011,0.018208,,,,,,,,,,,,,,,,,,,,,
21,400,train,0.011808,0.001086,0.000765,0.006553,0.004128,,,,,,,,,,,,,,,,,,,,,
21,450,train,0.010237,0.003234,0.000352,0.001466,0.011701,,,,,,,,,,,,,,,,,,,,,
21,500,train,0.010526,0.003162,0.000897,0.005447,0.010918,,,,,,,,,,,,,,,,,,,,,
21,550,train,0.010180,0.002662,0.000527,0.015580,0.019325,,,,,,,,,,,,,,,,,,,,,
21,600,train,0.010516,0.001392,0.000884,0.002281,0.024592,,,,,,,,,,,,,,,,,,,,,
21,end,val,,,,,,0.022480,0.080434,0.082276,0.069434,0.070841,0.488971,0.115146,0.119125,0.097021,0.098241,0.489341,0.671183,0.644845,0.745223,0.742474,0.007073,0.665760,0.622966,0.734237,0.725039,0.041216
22,50,train,0.009830,0.002097,0.000361,0.002866,0.003438,,,,,,,,,,,,,,,,,,,,,
22,100,train,0.009207,0.002429,0.001137,0.002859,0.003164,,,,,,,,,,,,,,,,,,,,,
22,150,train,0.010633,0.000924,0.000838,0.008027,0.025351,,,,,,,,,,,,,,,,,,,,,
22,200,train,0.011243,0.002161,0.000474,0.002021,0.012480,,,,,,,,,,,,,,,,,,,,,
22,250,train,0.009918,0.000694,0.001008,0.002051,0.013263,,,,,,,,,,,,,,,,,,,,,
22,300,train,0.008670,0.001637,0.000884,0.005848,0.008227,,,,,,,,,,,,,,,,,,,,,
22,350,train,0.011645,0.002117,0.000514,0.003354,0.010541,,,,,,,,,,,,,,,,,,,,,
22,400,train,0.010976,0.000797,0.000340,0.001107,0.004311,,,,,,,,,,,,,,,,,,,,,
22,450,train,0.010023,0.002024,0.000687,0.007191,0.004174,,,,,,,,,,,,,,,,,,,,,
22,500,train,0.010386,0.002901,0.000376,0.001764,0.009240,,,,,,,,,,,,,,,,,,,,,
22,550,train,0.009687,0.000851,0.000283,0.008113,0.027155,,,,,,,,,,,,,,,,,,,,,
22,600,train,0.010078,0.002667,0.000828,0.006853,0.010274,,,,,,,,,,,,,,,,,,,,,
22,end,val,,,,,,0.021988,0.079114,0.081050,0.067150,0.068587,0.486876,0.113997,0.116773,0.094207,0.095581,0.487259,0.685001,0.656662,0.755119,0.751174,0.030996,0.666110,0.618420,0.742512,0.736671,0.044956
23,50,train,0.007718,0.001139,0.000168,0.008437,0.013414,,,,,,,,,,,,,,,,,,,,,
23,100,train,0.008757,0.002000,0.000609,0.005419,0.007195,,,,,,,,,,,,,,,,,,,,,
23,150,train,0.009857,0.001035,0.000370,0.003556,0.016395,,,,,,,,,,,,,,,,,,,,,
23,200,train,0.010737,0.002966,0.000785,0.002205,0.014180,,,,,,,,,,,,,,,,,,,,,
23,250,train,0.010012,0.001531,0.000620,0.007103,0.025329,,,,,,,,,,,,,,,,,,,,,
23,300,train,0.010249,0.001774,0.000520,0.000951,0.002388,,,,,,,,,,,,,,,,,,,,,
23,350,train,0.010870,0.000839,0.000425,0.000559,0.001191,,,,,,,,,,,,,,,,,,,,,
23,400,train,0.011110,0.003307,0.000418,0.009402,0.028338,,,,,,,,,,,,,,,,,,,,,
23,450,train,0.010138,0.001081,0.000616,0.002116,0.003259,,,,,,,,,,,,,,,,,,,,,
23,500,train,0.009190,0.001220,0.001142,0.002232,0.005218,,,,,,,,,,,,,,,,,,,,,
23,550,train,0.010325,0.000859,0.001003,0.001030,0.001597,,,,,,,,,,,,,,,,,,,,,
23,600,train,0.010196,0.001109,0.000379,0.011057,0.020819,,,,,,,,,,,,,,,,,,,,,
23,end,val,,,,,,0.022214,0.077962,0.082000,0.066709,0.068763,0.486265,0.113259,0.117496,0.094066,0.098220,0.486647,0.697349,0.666914,0.767193,0.763240,0.050840,0.686882,0.635108,0.754944,0.750696,0.066744
24,50,train,0.009582,0.001172,0.000539,0.003974,0.002147,,,,,,,,,,,,,,,,,,,,,
24,100,train,0.008924,0.003307,0.000586,0.003312,0.019726,,,,,,,,,,,,,,,,,,,,,
24,150,train,0.008786,0.001938,0.000454,0.000685,0.001305,,,,,,,,,,,,,,,,,,,,,
24,200,train,0.007676,0.001388,0.000353,0.006989,0.011572,,,,,,,,,,,,,,,,,,,,,
24,250,train,0.009834,0.001480,0.001214,0.000128,0.000968,,,,,,,,,,,,,,,,,,,,,
24,300,train,0.010925,0.001152,0.000279,0.003119,0.015652,,,,,,,,,,,,,,,,,,,,,
24,350,train,0.010454,0.001304,0.000320,0.000181,0.006147,,,,,,,,,,,,,,,,,,,,,
24,400,train,0.009200,0.001921,0.000457,0.011815,0.027883,,,,,,,,,,,,,,,,,,,,,
24,450,train,0.009277,0.001228,0.000822,0.004672,0.010322,,,,,,,,,,,,,,,,,,,,,
24,500,train,0.010356,0.004905,0.000570,0.014033,0.025855,,,,,,,,,,,,,,,,,,,,,
24,550,train,0.009729,0.001240,0.000733,0.000291,0.001693,,,,,,,,,,,,,,,,,,,,,
24,600,train,0.010626,0.002908,0.000646,0.005169,0.012051,,,,,,,,,,,,,,,,,,,,,
24,end,val,,,,,,0.023194,0.082886,0.085902,0.066533,0.067867,0.484744,0.115384,0.120227,0.092808,0.094460,0.485138,0.697509,0.672316,0.760813,0.752698,0.036815,0.678465,0.637417,0.749356,0.736521,0.051524
25,50,train,0.009859,0.001697,0.000374,0.000023,0.001958,,,,,,,,,,,,,,,,,,,,,
25,100,train,0.009428,0.001508,0.000416,0.000946,0.006538,,,,,,,,,,,,,,,,,,,,,
25,150,train,0.010734,0.002745,0.000389,0.005839,0.030643,,,,,,,,,,,,,,,,,,,,,
25,200,train,0.009654,0.002339,0.000877,0.001763,0.029984,,,,,,,,,,,,,,,,,,,,,
25,250,train,0.008193,0.001946,0.001052,0.001760,0.012784,,,,,,,,,,,,,,,,,,,,,
25,300,train,0.007729,0.000821,0.000382,0.000227,0.011004,,,,,,,,,,,,,,,,,,,,,
25,350,train,0.010360,0.001578,0.001018,0.014241,0.019149,,,,,,,,,,,,,,,,,,,,,
25,400,train,0.010186,0.001258,0.000716,0.000919,0.002753,,,,,,,,,,,,,,,,,,,,,
25,450,train,0.009252,0.003410,0.000351,0.005208,0.016706,,,,,,,,,,,,,,,,,,,,,
25,500,train,0.009294,0.000884,0.000346,0.000859,0.002561,,,,,,,,,,,,,,,,,,,,,
25,550,train,0.010419,0.002029,0.000640,0.000018,0.000315,,,,,,,,,,,,,,,,,,,,,
25,600,train,0.007776,0.000730,0.001678,0.005634,0.010024,,,,,,,,,,,,,,,,,,,,,
25,end,val,,,,,,0.022328,0.079663,0.081371,0.066523,0.067796,0.486258,0.112057,0.115578,0.093643,0.095656,0.486647,0.690668,0.660217,0.757786,0.751177,0.041196,0.679742,0.630843,0.747258,0.737742,0.058620
26,50,train,0.011024,0.001230,0.000441,0.000484,0.007437,,,,,,,,,,,,,,,,,,,,,
26,100,train,0.009218,0.001136,0.000674,0.000299,0.001339,,,,,,,,,,,,,,,,,,,,,
26,150,train,0.009743,0.000843,0.000337,0.005836,0.004672,,,,,,,,,,,,,,,,,,,,,
26,200,train,0.008059,0.000597,0.000906,0.000942,0.000977,,,,,,,,,,,,,,,,,,,,,
26,250,train,0.007942,0.003409,0.001358,0.000081,0.003769,,,,,,,,,,,,,,,,,,,,,
26,300,train,0.008512,0.001435,0.000907,0.000759,0.008246,,,,,,,,,,,,,,,,,,,,,
26,350,train,0.008023,0.001486,0.000305,0.000635,0.003914,,,,,,,,,,,,,,,,,,,,,
26,400,train,0.009705,0.002131,0.000540,0.001213,0.007086,,,,,,,,,,,,,,,,,,,,,
26,450,train,0.009363,0.000389,0.000474,0.000918,0.002759,,,,,,,,,,,,,,,,,,,,,
26,500,train,0.010126,0.002372,0.000817,0.003317,0.008082,,,,,,,,,,,,,,,,,,,,,
26,550,train,0.008793,0.001274,0.000557,0.003962,0.011257,,,,,,,,,,,,,,,,,,,,,
26,600,train,0.007783,0.001253,0.000877,0.000133,0.000727,,,,,,,,,,,,,,,,,,,,,
26,end,val,,,,,,0.022850,0.078340,0.082390,0.064974,0.067138,0.480981,0.113914,0.117715,0.092434,0.096217,0.481365,0.692590,0.666466,0.766136,0.758181,0.031949,0.687014,0.641967,0.760559,0.747326,0.057489
27,50,train,0.009356,0.001130,0.000907,0.000067,0.000741,,,,,,,,,,,,,,,,,,,,,
27,100,train,0.008396,0.001828,0.000399,0.000200,0.000662,,,,,,,,,,,,,,,,,,,,,
27,150,train,0.009008,0.000501,0.001376,0.005691,0.003111,,,,,,,,,,,,,,,,,,,,,
27,200,train,0.008410,0.000692,0.000490,0.000058,0.001924,,,,,,,,,,,,,,,,,,,,,
27,250,train,0.007766,0.002404,0.000823,0.000177,0.001074,,,,,,,,,,,,,,,,,,,,,
27,300,train,0.008826,0.001117,0.000597,0.002225,0.021998,,,,,,,,,,,,,,,,,,,,,
27,350,train,0.007754,0.001251,0.000237,0.006971,0.008944,,,,,,,,,,,,,,,,,,,,,
27,400,train,0.008062,0.002861,0.000590,0.003341,0.004769,,,,,,,,,,,,,,,,,,,,,
27,450,train,0.010451,0.007000,0.000221,0.006275,0.004949,,,,,,,,,,,,,,,,,,,,,
27,500,train,0.009021,0.001645,0.000558,0.003940,0.014269,,,,,,,,,,,,,,,,,,,,,
27,550,train,0.010219,0.001336,0.000837,0.000050,0.002608,,,,,,,,,,,,,,,,,,,,,
27,600,train,0.012210,0.002546,0.000817,0.000159,0.002239,,,,,,,,,,,,,,,,,,,,,
27,end,val,,,,,,0.023752,0.078037,0.082285,0.066187,0.066688,0.479863,0.113036,0.116807,0.094090,0.095454,0.480266,0.699278,0.671463,0.762952,0.760709,0.057678,0.690056,0.640668,0.755617,0.749773,0.068038
28,50,train,0.008603,0.001173,0.000772,0.005012,0.004579,,,,,,,,,,,,,,,,,,,,,
28,100,train,0.008016,0.001180,0.001587,0.000044,0.000791,,,,,,,,,,,,,,,,,,,,,
28,150,train,0.007785,0.002217,0.000756,0.007236,0.016449,,,,,,,,,,,,,,,,,,,,,
28,200,train,0.009054,0.002356,0.000349,0.000500,0.020152,,,,,,,,,,,,,,,,,,,,,
28,250,train,0.007410,0.001394,0.000633,0.000273,0.002205,,,,,,,,,,,,,,,,,,,,,
28,300,train,0.009264,0.001199,0.000667,0.000134,0.000459,,,,,,,,,,,,,,,,,,,,,
28,350,train,0.010073,0.004488,0.001280,0.012966,0.017379,,,,,,,,,,,,,,,,,,,,,
28,400,train,0.009359,0.002686,0.000176,0.000775,0.002490,,,,,,,,,,,,,,,,,,,,,
28,450,train,0.010651,0.001693,0.000773,0.000848,0.002070,,,,,,,,,,,,,,,,,,,,,
28,500,train,0.007803,0.000651,0.000799,0.005065,0.012312,,,,,,,,,,,,,,,,,,,,,
28,550,train,0.011054,0.003105,0.000545,0.002386,0.015317,,,,,,,,,,,,,,,,,,,,,
28,600,train,0.008706,0.000681,0.000868,0.004571,0.028794,,,,,,,,,,,,,,,,,,,,,
28,end,val,,,,,,0.022511,0.078402,0.083487,0.066753,0.068539,0.481679,0.116181,0.120969,0.095484,0.098668,0.482071,0.688047,0.657619,0.760762,0.755642,0.044744,0.689355,0.650437,0.758019,0.746455,0.067705
29,50,train,0.006913,0.001333,0.000504,0.003616,0.005440,,,,,,,,,,,,,,,,,,,,,
29,100,train,0.008354,0.001656,0.000630,0.001306,0.003027,,,,,,,,,,,,,,,,,,,,,
29,150,train,0.009652,0.002589,0.000086,0.000971,0.002636,,,,,,,,,,,,,,,,,,,,,
29,200,train,0.007663,0.000933,0.000466,0.000289,0.003173,,,,,,,,,,,,,,,,,,,,,
29,250,train,0.009123,0.002606,0.000774,0.000433,0.004247,,,,,,,,,,,,,,,,,,,,,
29,300,train,0.007903,0.000622,0.000624,0.002227,0.023891,,,,,,,,,,,,,,,,,,,,,
29,350,train,0.009277,0.001377,0.000932,0.007696,0.020559,,,,,,,,,,,,,,,,,,,,,
29,400,train,0.006412,0.002314,0.000590,0.010584,0.022678,,,,,,,,,,,,,,,,,,,,,
29,450,train,0.009927,0.004345,0.000263,0.005646,0.020736,,,,,,,,,,,,,,,,,,,,,
29,500,train,0.009423,0.002063,0.000299,0.000694,0.002153,,,,,,,,,,,,,,,,,,,,,
29,550,train,0.010522,0.001318,0.000607,0.009311,0.021428,,,,,,,,,,,,,,,,,,,,,
29,600,train,0.008596,0.001899,0.000452,0.000742,0.004010,,,,,,,,,,,,,,,,,,,,,
29,end,val,,,,,,0.022757,0.077364,0.081351,0.065540,0.066945,0.483616,0.111805,0.116105,0.093285,0.095359,0.483991,0.702770,0.673502,0.765502,0.762261,0.077185,0.701245,0.658354,0.758819,0.753274,0.073136
30,50,train,0.008183,0.001193,0.000506,0.004861,0.006937,,,,,,,,,,,,,,,,,,,,,
30,100,train,0.008832,0.001519,0.000307,0.007453,0.018668,,,,,,,,,,,,,,,,,,,,,
30,150,train,0.008080,0.002724,0.000617,0.000238,0.003771,,,,,,,,,,,,,,,,,,,,,
30,200,train,0.007224,0.004174,0.000855,0.001030,0.006853,,,,,,,,,,,,,,,,,,,,,
30,250,train,0.008596,0.002755,0.000644,0.000193,0.003175,,,,,,,,,,,,,,,,,,,,,
30,300,train,0.008606,0.001237,0.000431,0.019038,0.016815,,,,,,,,,,,,,,,,,,,,,
30,350,train,0.008975,0.002524,0.000825,0.006123,0.022402,,,,,,,,,,,,,,,,,,,,,
30,400,train,0.007368,0.003059,0.001369,0.005393,0.004876,,,,,,,,,,,,,,,,,,,,,
30,450,train,0.008749,0.000965,0.000233,0.000218,0.001509,,,,,,,,,,,,,,,,,,,,,
30,500,train,0.008015,0.002008,0.000873,0.001847,0.005604,,,,,,,,,,,,,,,,,,,,,
30,550,train,0.008889,0.002581,0.000538,0.002596,0.005481,,,,,,,,,,,,,,,,,,,,,
30,600,train,0.009380,0.001282,0.000570,0.013334,0.006451,,,,,,,,,,,,,,,,,,,,,
30,end,val,,,,,,0.022370,0.078095,0.082008,0.066122,0.066912,0.485419,0.113028,0.117456,0.093913,0.095345,0.485796,0.692791,0.665578,0.756436,0.754761,0.056538,0.690464,0.646664,0.756619,0.751659,0.072730
31,50,train,0.008203,0.001706,0.000528,0.000060,0.000610,,,,,,,,,,,,,,,,,,,,,
31,100,train,0.006648,0.002238,0.000195,0.000897,0.009547,,,,,,,,,,,,,,,,,,,,,
31,150,train,0.007758,0.000786,0.000579,0.003159,0.025898,,,,,,,,,,,,,,,,,,,,,
31,200,train,0.007721,0.000902,0.000477,0.003057,0.027953,,,,,,,,,,,,,,,,,,,,,
31,250,train,0.007478,0.001810,0.000610,0.000410,0.016544,,,,,,,,,,,,,,,,,,,,,
31,300,train,0.007492,0.001185,0.000556,0.006586,0.005678,,,,,,,,,,,,,,,,,,,,,
31,350,train,0.008376,0.001740,0.000614,0.008174,0.012433,,,,,,,,,,,,,,,,,,,,,
31,400,train,0.007275,0.002843,0.000759,0.013831,0.003171,,,,,,,,,,,,,,,,,,,,,
31,450,train,0.008990,0.001152,0.000949,0.005513,0.009037,,,,,,,,,,,,,,,,,,,,,
31,500,train,0.008250,0.003452,0.000616,0.009411,0.006353,,,,,,,,,,,,,,,,,,,,,
31,550,train,0.009557,0.001123,0.000810,0.002048,0.014180,,,,,,,,,,,,,,,,,,,,,
31,600,train,0.008342,0.000953,0.000555,0.004199,0.013368,,,,,,,,,,,,,,,,,,,,,
31,end,val,,,,,,0.022119,0.078785,0.081567,0.068202,0.068734,0.484557,0.111499,0.115604,0.094313,0.095121,0.484932,0.694433,0.661864,0.763220,0.760831,0.073025,0.690060,0.640384,0.755148,0.754429,0.078182
32,50,train,0.007619,0.003663,0.000410,0.000667,0.015464,,,,,,,,,,,,,,,,,,,,,
32,100,train,0.007759,0.001862,0.001021,0.001226,0.014560,,,,,,,,,,,,,,,,,,,,,
32,150,train,0.008373,0.001128,0.000741,0.000085,0.001138,,,,,,,,,,,,,,,,,,,,,
32,200,train,0.008521,0.000966,0.000606,0.003688,0.008804,,,,,,,,,,,,,,,,,,,,,
32,250,train,0.006517,0.004014,0.000532,0.001809,0.011097,,,,,,,,,,,,,,,,,,,,,
32,300,train,0.007680,0.002054,0.000643,0.000642,0.005954,,,,,,,,,,,,,,,,,,,,,
32,350,train,0.008960,0.000607,0.000697,0.000758,0.004951,,,,,,,,,,,,,,,,,,,,,
32,400,train,0.008916,0.001304,0.000643,0.000612,0.010263,,,,,,,,,,,,,,,,,,,,,
32,450,train,0.007237,0.002088,0.000306,0.002563,0.003889,,,,,,,,,,,,,,,,,,,,,
32,500,train,0.009437,0.001631,0.000962,0.015684,0.042435,,,,,,,,,,,,,,,,,,,,,
32,550,train,0.008981,0.003705,0.000673,0.001696,0.013350,,,,,,,,,,,,,,,,,,,,,
32,600,train,0.007411,0.001800,0.000665,0.000860,0.001611,,,,,,,,,,,,,,,,,,,,,
32,end,val,,,,,,0.022985,0.078161,0.083470,0.065627,0.066754,0.480750,0.113774,0.119735,0.092829,0.094538,0.481133,0.696122,0.665360,0.764063,0.758791,0.033622,0.698566,0.653264,0.760034,0.753345,0.055826
33,50,train,0.008234,0.002937,0.000444,0.015026,0.033512,,,,,,,,,,,,,,,,,,,,,
33,100,train,0.006776,0.000812,0.000688,0.001494,0.009277,,,,,,,,,,,,,,,,,,,,,
33,150,train,0.007603,0.000881,0.000606,0.000311,0.008066,,,,,,,,,,,,,,,,,,,,,
33,200,train,0.007754,0.001455,0.000460,0.000241,0.001594,,,,,,,,,,,,,,,,,,,,,
33,250,train,0.007973,0.001107,0.000819,0.001197,0.016843,,,,,,,,,,,,,,,,,,,,,
33,300,train,0.007028,0.001547,0.000480,0.001967,0.002377,,,,,,,,,,,,,,,,,,,,,
33,350,train,0.006950,0.000535,0.000499,0.001922,0.002502,,,,,,,,,,,,,,,,,,,,,
33,400,train,0.009191,0.002041,0.000209,0.002538,0.015134,,,,,,,,,,,,,,,,,,,,,
33,450,train,0.006523,0.002819,0.000868,0.001787,0.009840,,,,,,,,,,,,,,,,,,,,,
33,500,train,0.007974,0.001624,0.000728,0.005555,0.026511,,,,,,,,,,,,,,,,,,,,,
33,550,train,0.007281,0.000867,0.000450,0.001584,0.007029,,,,,,,,,,,,,,,,,,,,,
33,600,train,0.008231,0.001808,0.000367,0.000720,0.005006,,,,,,,,,,,,,,,,,,,,,
33,end,val,,,,,,0.022780,0.078537,0.083263,0.064981,0.066705,0.478052,0.115061,0.119657,0.092049,0.095421,0.478439,0.691422,0.659642,0.767732,0.762121,0.053575,0.690665,0.642726,0.761589,0.750308,0.075394
34,50,train,0.006807,0.001148,0.000557,0.000157,0.001702,,,,,,,,,,,,,,,,,,,,,
34,100,train,0.006599,0.003847,0.000853,0.001516,0.015629,,,,,,,,,,,,,,,,,,,,,
34,150,train,0.006845,0.001914,0.000722,0.004035,0.021492,,,,,,,,,,,,,,,,,,,,,
34,200,train,0.007280,0.002475,0.000500,0.001814,0.011839,,,,,,,,,,,,,,,,,,,,,
34,250,train,0.007727,0.016480,0.000266,0.010368,0.012050,,,,,,,,,,,,,,,,,,,,,
34,300,train,0.007696,0.002166,0.000365,0.010623,0.011605,,,,,,,,,,,,,,,,,,,,,
34,350,train,0.008491,0.002739,0.000735,0.004694,0.023537,,,,,,,,,,,,,,,,,,,,,
34,400,train,0.007995,0.002249,0.000577,0.006880,0.009335,,,,,,,,,,,,,,,,,,,,,
34,450,train,0.007107,0.003079,0.000414,0.004035,0.017185,,,,,,,,,,,,,,,,,,,,,
34,500,train,0.007638,0.001471,0.000703,0.000299,0.000912,,,,,,,,,,,,,,,,,,,,,
34,550,train,0.007689,0.000561,0.000223,0.000488,0.002401,,,,,,,,,,,,,,,,,,,,,
34,600,train,0.007205,0.001734,0.000486,0.003717,0.003742,,,,,,,,,,,,,,,,,,,,,
34,end,val,,,,,,0.022968,0.079038,0.084130,0.065287,0.066475,0.483777,0.113375,0.119923,0.092199,0.094217,0.484168,0.700338,0.667685,0.764145,0.760915,0.072457,0.693840,0.647606,0.762264,0.754709,0.088020
35,50,train,0.008147,0.002513,0.001125,0.007622,0.008787,,,,,,,,,,,,,,,,,,,,,
35,100,train,0.007312,0.001685,0.000361,0.001529,0.005612,,,,,,,,,,,,,,,,,,,,,
35,150,train,0.006805,0.001149,0.000813,0.000755,0.004038,,,,,,,,,,,,,,,,,,,,,
35,200,train,0.008007,0.001109,0.000170,0.005141,0.008009,,,,,,,,,,,,,,,,,,,,,
35,250,train,0.006895,0.001850,0.000888,0.001933,0.022602,,,,,,,,,,,,,,,,,,,,,
35,300,train,0.008542,0.003592,0.000340,0.002201,0.006345,,,,,,,,,,,,,,,,,,,,,
35,350,train,0.007247,0.001350,0.000830,0.000032,0.000883,,,,,,,,,,,,,,,,,,,,,
35,400,train,0.007345,0.000964,0.000919,0.000305,0.001004,,,,,,,,,,,,,,,,,,,,,
35,450,train,0.007463,0.001075,0.000554,0.003035,0.010055,,,,,,,,,,,,,,,,,,,,,
35,500,train,0.006346,0.001406,0.001133,0.000898,0.002923,,,,,,,,,,,,,,,,,,,,,
35,550,train,0.008096,0.002083,0.000866,0.002988,0.029206,,,,,,,,,,,,,,,,,,,,,
35,600,train,0.006526,0.001373,0.000249,0.008066,0.005603,,,,,,,,,,,,,,,,,,,,,
35,end,val,,,,,,0.023096,0.079388,0.084123,0.066412,0.067370,0.481693,0.116055,0.121220,0.093180,0.095006,0.482087,0.681397,0.647878,0.757129,0.750795,0.063316,0.676660,0.627701,0.752676,0.745220,0.083281
36,50,train,0.005908,0.000833,0.000542,0.000091,0.002637,,,,,,,,,,,,,,,,,,,,,
36,100,train,0.007101,0.000503,0.000689,0.000176,0.004331,,,,,,,,,,,,,,,,,,,,,
36,150,train,0.007440,0.001424,0.000522,0.000137,0.005288,,,,,,,,,,,,,,,,,,,,,
36,200,train,0.006202,0.001379,0.000736,0.003293,0.008080,,,,,,,,,,,,,,,,,,,,,
36,250,train,0.007436,0.000841,0.001245,0.000756,0.002414,,,,,,,,,,,,,,,,,,,,,
36,300,train,0.007928,0.001623,0.000674,0.000306,0.004535,,,,,,,,,,,,,,,,,,,,,
36,350,train,0.007100,0.001298,0.000709,0.002691,0.018096,,,,,,,,,,,,,,,,,,,,,
36,400,train,0.007631,0.001441,0.000686,0.000005,0.001031,,,,,,,,,,,,,,,,,,,,,
36,450,train,0.008520,0.001074,0.000850,0.000007,0.003294,,,,,,,,,,,,,,,,,,,,,
36,500,train,0.006968,0.001646,0.000438,0.001222,0.004575,,,,,,,,,,,,,,,,,,,,,
36,550,train,0.006734,0.002059,0.000323,0.000008,0.002808,,,,,,,,,,,,,,,,,,,,,
36,600,train,0.006957,0.001477,0.000202,0.000835,0.010623,,,,,,,,,,,,,,,,,,,,,
36,end,val,,,,,,0.023712,0.080957,0.083020,0.067620,0.068972,0.485198,0.113955,0.117767,0.094811,0.096460,0.485585,0.686798,0.662346,0.752022,0.744314,0.058982,0.673351,0.633999,0.751853,0.738035,0.070841
37,50,train,0.007959,0.000765,0.000177,0.000094,0.003619,,,,,,,,,,,,,,,,,,,,,
37,100,train,0.006779,0.001953,0.000422,0.004689,0.008005,,,,,,,,,,,,,,,,,,,,,
