epoch,step,phase,train_loss,loss_sent,loss_prosody,val_loss,mae_total,mae_accuracy,mae_fluency,mae_prosodic,mae_completeness,rmse_total,rmse_accuracy,rmse_fluency,rmse_prosodic,rmse_completeness,pearson_total,pearson_accuracy,pearson_fluency,pearson_prosodic,pearson_completeness,spearman_total,spearman_accuracy,spearman_fluency,spearman_prosodic,spearman_completeness
22,100,train,0.002333,0.001842,0.223597,,,,,,,,,,,,,,,,,,,,,
22,150,train,0.002015,0.002132,0.293845,,,,,,,,,,,,,,,,,,,,,
22,200,train,0.002396,0.002872,0.263848,,,,,,,,,,,,,,,,,,,,,
22,250,train,0.002232,0.001673,0.270660,,,,,,,,,,,,,,,,,,,,,
22,300,train,0.002338,0.001366,0.210629,,,,,,,,,,,,,,,,,,,,,
22,350,train,0.002229,0.002679,0.186448,,,,,,,,,,,,,,,,,,,,,
22,400,train,0.002362,0.001532,0.225587,,,,,,,,,,,,,,,,,,,,,
22,450,train,0.002469,0.002654,0.200533,,,,,,,,,,,,,,,,,,,,,
22,500,train,0.002285,0.003071,0.208033,,,,,,,,,,,,,,,,,,,,,
22,550,train,0.002472,0.006538,0.144523,,,,,,,,,,,,,,,,,,,,,
22,600,train,0.002494,0.003348,0.156661,,,,,,,,,,,,,,,,,,,,,
22,end,val,,,,0.010239,0.074449,0.079795,0.062516,0.063177,0.599841,0.109275,0.114138,0.088579,0.090228,0.602455,0.733464,0.708901,0.785250,0.777486,-0.038017,0.738053,0.696789,0.794235,0.786104,-0.067442
23,50,train,0.002217,0.002437,0.261137,,,,,,,,,,,,,,,,,,,,,
23,100,train,0.001951,0.001984,0.266327,,,,,,,,,,,,,,,,,,,,,
23,150,train,0.003023,0.002236,0.199732,,,,,,,,,,,,,,,,,,,,,
23,200,train,0.002277,0.002282,0.203485,,,,,,,,,,,,,,,,,,,,,
23,250,train,0.002019,0.001985,0.221679,,,,,,,,,,,,,,,,,,,,,
23,300,train,0.002492,0.002255,0.239554,,,,,,,,,,,,,,,,,,,,,
23,350,train,0.002259,0.003029,0.228909,,,,,,,,,,,,,,,,,,,,,
23,400,train,0.002292,0.001721,0.230969,,,,,,,,,,,,,,,,,,,,,
23,450,train,0.002195,0.001053,0.345979,,,,,,,,,,,,,,,,,,,,,
23,500,train,0.002065,0.002363,0.202304,,,,,,,,,,,,,,,,,,,,,
23,550,train,0.002001,0.003612,0.172050,,,,,,,,,,,,,,,,,,,,,
23,600,train,0.002299,0.004035,0.205639,,,,,,,,,,,,,,,,,,,,,
23,end,val,,,,0.011501,0.078568,0.083294,0.065934,0.067111,0.619567,0.115516,0.120012,0.094310,0.096764,0.622191,0.727685,0.699164,0.782967,0.776573,-0.034758,0.730734,0.688464,0.789889,0.782307,-0.069595
24,50,train,0.002588,0.001634,0.198015,,,,,,,,,,,,,,,,,,,,,
24,100,train,0.002064,0.002989,0.231818,,,,,,,,,,,,,,,,,,,,,
24,150,train,0.002064,0.002064,0.156315,,,,,,,,,,,,,,,,,,,,,
24,200,train,0.002210,0.002279,0.266684,,,,,,,,,,,,,,,,,,,,,
24,250,train,0.002333,0.003154,0.292756,,,,,,,,,,,,,,,,,,,,,
24,300,train,0.002209,0.001857,0.173088,,,,,,,,,,,,,,,,,,,,,
24,350,train,0.002715,0.002664,0.195353,,,,,,,,,,,,,,,,,,,,,
24,400,train,0.002028,0.001298,0.198873,,,,,,,,,,,,,,,,,,,,,
24,450,train,0.002086,0.001428,0.281645,,,,,,,,,,,,,,,,,,,,,
24,500,train,0.001875,0.003591,0.218453,,,,,,,,,,,,,,,,,,,,,
24,550,train,0.001986,0.003292,0.271545,,,,,,,,,,,,,,,,,,,,,
24,600,train,0.002144,0.000815,0.251011,,,,,,,,,,,,,,,,,,,,,
24,end,val,,,,0.010681,0.076048,0.080793,0.063609,0.065738,0.606364,0.110427,0.114976,0.091361,0.094666,0.608921,0.724510,0.701567,0.775594,0.764159,-0.027617,0.727762,0.685711,0.784703,0.777975,-0.060928
25,50,train,0.001921,0.003249,0.217097,,,,,,,,,,,,,,,,,,,,,
25,100,train,0.002010,0.001179,0.179588,,,,,,,,,,,,,,,,,,,,,
25,150,train,0.001822,0.001798,0.141395,,,,,,,,,,,,,,,,,,,,,
25,200,train,0.001917,0.001679,0.236152,,,,,,,,,,,,,,,,,,,,,
25,250,train,0.001912,0.001764,0.252086,,,,,,,,,,,,,,,,,,,,,
25,300,train,0.002067,0.002044,0.193162,,,,,,,,,,,,,,,,,,,,,
25,350,train,0.002151,0.000643,0.178095,,,,,,,,,,,,,,,,,,,,,
25,400,train,0.002026,0.002111,0.249370,,,,,,,,,,,,,,,,,,,,,
25,450,train,0.002195,0.000772,0.227683,,,,,,,,,,,,,,,,,,,,,
25,500,train,0.002206,0.002906,0.258729,,,,,,,,,,,,,,,,,,,,,
25,550,train,0.001788,0.001141,0.273497,,,,,,,,,,,,,,,,,,,,,
25,600,train,0.001986,0.001080,0.209308,,,,,,,,,,,,,,,,,,,,,
25,end,val,,,,0.010880,0.076798,0.081066,0.064905,0.065011,0.612102,0.112117,0.116052,0.092996,0.093988,0.614679,0.729581,0.700843,0.784856,0.778702,-0.040357,0.732236,0.688251,0.791187,0.785429,-0.072152
26,50,train,0.001866,0.002247,0.205566,,,,,,,,,,,,,,,,,,,,,
26,100,train,0.001928,0.001075,0.209269,,,,,,,,,,,,,,,,,,,,,
26,150,train,0.001955,0.000991,0.239566,,,,,,,,,,,,,,,,,,,,,
26,200,train,0.001830,0.003750,0.286158,,,,,,,,,,,,,,,,,,,,,
26,250,train,0.001918,0.001899,0.219358,,,,,,,,,,,,,,,,,,,,,
26,300,train,0.001976,0.003713,0.249159,,,,,,,,,,,,,,,,,,,,,
26,350,train,0.001914,0.002941,0.243043,,,,,,,,,,,,,,,,,,,,,
26,400,train,0.001681,0.001824,0.268844,,,,,,,,,,,,,,,,,,,,,
26,450,train,0.001948,0.001753,0.197781,,,,,,,,,,,,,,,,,,,,,
26,500,train,0.001994,0.003369,0.227365,,,,,,,,,,,,,,,,,,,,,
26,550,train,0.002046,0.001671,0.214326,,,,,,,,,,,,,,,,,,,,,
26,600,train,0.001787,0.000734,0.314254,,,,,,,,,,,,,,,,,,,,,
26,end,val,,,,0.010779,0.077381,0.080498,0.062479,0.064302,0.600950,0.113530,0.116385,0.089825,0.092815,0.603351,0.726846,0.697824,0.785996,0.777574,-0.034576,0.730385,0.689212,0.790175,0.780883,-0.066895
27,50,train,0.001886,0.001553,0.266116,,,,,,,,,,,,,,,,,,,,,
27,100,train,0.002104,0.001366,0.276292,,,,,,,,,,,,,,,,,,,,,
27,150,train,0.001780,0.002276,0.367488,,,,,,,,,,,,,,,,,,,,,
27,200,train,0.001806,0.001662,0.291048,,,,,,,,,,,,,,,,,,,,,
27,250,train,0.002140,0.001204,0.213290,,,,,,,,,,,,,,,,,,,,,
27,300,train,0.001802,0.003036,0.173842,,,,,,,,,,,,,,,,,,,,,
27,350,train,0.001993,0.002809,0.220460,,,,,,,,,,,,,,,,,,,,,
27,400,train,0.001859,0.001051,0.221283,,,,,,,,,,,,,,,,,,,,,
27,450,train,0.002027,0.001474,0.282937,,,,,,,,,,,,,,,,,,,,,
27,500,train,0.001690,0.002046,0.184507,,,,,,,,,,,,,,,,,,,,,
27,550,train,0.002031,0.001570,0.220714,,,,,,,,,,,,,,,,,,,,,
27,600,train,0.001749,0.002859,0.155271,,,,,,,,,,,,,,,,,,,,,
27,end,val,,,,0.010795,0.077172,0.080676,0.061980,0.064485,0.606679,0.113443,0.116616,0.089446,0.093338,0.609124,0.727016,0.698905,0.782142,0.773657,-0.027611,0.730258,0.686565,0.791437,0.778938,-0.061103
28,50,train,0.001747,0.000832,0.259291,,,,,,,,,,,,,,,,,,,,,
28,100,train,0.001654,0.001057,0.236747,,,,,,,,,,,,,,,,,,,,,
28,150,train,0.001872,0.002285,0.236687,,,,,,,,,,,,,,,,,,,,,
28,200,train,0.001786,0.001853,0.215859,,,,,,,,,,,,,,,,,,,,,
28,250,train,0.002118,0.002149,0.220785,,,,,,,,,,,,,,,,,,,,,
28,300,train,0.001897,0.004162,0.156137,,,,,,,,,,,,,,,,,,,,,
28,350,train,0.001845,0.002918,0.461865,,,,,,,,,,,,,,,,,,,,,
28,400,train,0.001976,0.002573,0.192542,,,,,,,,,,,,,,,,,,,,,
28,450,train,0.001728,0.001423,0.239990,,,,,,,,,,,,,,,,,,,,,
28,500,train,0.001949,0.002133,0.264407,,,,,,,,,,,,,,,,,,,,,
28,550,train,0.002027,0.001692,0.195480,,,,,,,,,,,,,,,,,,,,,
28,600,train,0.001723,0.001803,0.287881,,,,,,,,,,,,,,,,,,,,,
28,end,val,,,,0.011521,0.079444,0.081712,0.065377,0.066879,0.619855,0.116881,0.118601,0.094154,0.097433,0.622210,0.719726,0.692103,0.781626,0.774716,-0.027281,0.729644,0.687172,0.790801,0.782600,-0.060821
29,50,train,0.001862,0.001781,0.196058,,,,,,,,,,,,,,,,,,,,,
29,100,train,0.001711,0.001305,0.265073,,,,,,,,,,,,,,,,,,,,,
29,150,train,0.002197,0.002949,0.109806,,,,,,,,,,,,,,,,,,,,,
29,200,train,0.001867,0.002447,0.208357,,,,,,,,,,,,,,,,,,,,,
29,250,train,0.002215,0.002083,0.160309,,,,,,,,,,,,,,,,,,,,,
29,300,train,0.001650,0.000689,0.242791,,,,,,,,,,,,,,,,,,,,,
29,350,train,0.001850,0.002260,0.196338,,,,,,,,,,,,,,,,,,,,,
29,400,train,0.001816,0.001727,0.147687,,,,,,,,,,,,,,,,,,,,,
29,450,train,0.001726,0.002495,0.197698,,,,,,,,,,,,,,,,,,,,,
29,500,train,0.001829,0.001947,0.198357,,,,,,,,,,,,,,,,,,,,,
29,550,train,0.001709,0.001363,0.272417,,,,,,,,,,,,,,,,,,,,,
29,600,train,0.001923,0.001119,0.198187,,,,,,,,,,,,,,,,,,,,,
29,end,val,,,,0.010039,0.074357,0.078762,0.062013,0.062840,0.602890,0.107926,0.112958,0.087952,0.089513,0.605362,0.734809,0.703096,0.787342,0.781349,-0.041022,0.737393,0.686730,0.795852,0.791043,-0.071121
30,50,train,0.001653,0.000853,0.173662,,,,,,,,,,,,,,,,,,,,,
30,100,train,0.001899,0.001042,0.274670,,,,,,,,,,,,,,,,,,,,,
30,150,train,0.001897,0.002801,0.268455,,,,,,,,,,,,,,,,,,,,,
30,200,train,0.001707,0.002543,0.196537,,,,,,,,,,,,,,,,,,,,,
30,250,train,0.001947,0.002804,0.237866,,,,,,,,,,,,,,,,,,,,,
30,300,train,0.002023,0.001415,0.130810,,,,,,,,,,,,,,,,,,,,,
30,350,train,0.001848,0.001542,0.231519,,,,,,,,,,,,,,,,,,,,,
30,400,train,0.001774,0.002250,0.288927,,,,,,,,,,,,,,,,,,,,,
30,450,train,0.001789,0.002319,0.189625,,,,,,,,,,,,,,,,,,,,,
30,500,train,0.001871,0.001583,0.234848,,,,,,,,,,,,,,,,,,,,,
30,550,train,0.001702,0.001855,0.117026,,,,,,,,,,,,,,,,,,,,,
30,600,train,0.002050,0.001267,0.205551,,,,,,,,,,,,,,,,,,,,,
30,end,val,,,,0.010108,0.074597,0.078528,0.061660,0.063174,0.599367,0.108671,0.112878,0.087362,0.090830,0.601718,0.736497,0.707974,0.790858,0.781468,-0.047616,0.739214,0.693040,0.798185,0.787941,-0.078674
31,50,train,0.002085,0.002339,0.160187,,,,,,,,,,,,,,,,,,,,,
31,100,train,0.001946,0.001712,0.260093,,,,,,,,,,,,,,,,,,,,,
31,150,train,0.001773,0.001667,0.242333,,,,,,,,,,,,,,,,,,,,,
31,200,train,0.001715,0.001106,0.206560,,,,,,,,,,,,,,,,,,,,,
31,250,train,0.001808,0.002746,0.181277,,,,,,,,,,,,,,,,,,,,,
31,300,train,0.001651,0.000449,0.190925,,,,,,,,,,,,,,,,,,,,,
31,350,train,0.001726,0.002766,0.255482,,,,,,,,,,,,,,,,,,,,,
31,400,train,0.001855,0.000589,0.196296,,,,,,,,,,,,,,,,,,,,,
31,450,train,0.001798,0.002728,0.237350,,,,,,,,,,,,,,,,,,,,,
31,500,train,0.001735,0.001871,0.164942,,,,,,,,,,,,,,,,,,,,,
31,550,train,0.001603,0.000937,0.222132,,,,,,,,,,,,,,,,,,,,,
31,600,train,0.001724,0.001254,0.239270,,,,,,,,,,,,,,,,,,,,,
31,end,val,,,,0.011050,0.077903,0.081113,0.063323,0.065559,0.614237,0.113359,0.115975,0.092805,0.096378,0.616866,0.727390,0.704883,0.771605,0.766042,0.005477,0.725514,0.683077,0.784359,0.776474,-0.030146
32,50,train,0.001441,0.003604,0.284104,,,,,,,,,,,,,,,,,,,,,
32,100,train,0.001565,0.000831,0.230564,,,,,,,,,,,,,,,,,,,,,
32,150,train,0.001726,0.001433,0.243126,,,,,,,,,,,,,,,,,,,,,
32,200,train,0.001589,0.004697,0.193099,,,,,,,,,,,,,,,,,,,,,
32,250,train,0.001702,0.001041,0.198755,,,,,,,,,,,,,,,,,,,,,
32,300,train,0.001661,0.001729,0.246917,,,,,,,,,,,,,,,,,,,,,
32,350,train,0.001715,0.001469,0.192031,,,,,,,,,,,,,,,,,,,,,
32,400,train,0.001699,0.001378,0.182222,,,,,,,,,,,,,,,,,,,,,
32,450,train,0.001894,0.002005,0.192697,,,,,,,,,,,,,,,,,,,,,
32,500,train,0.001818,0.000771,0.181024,,,,,,,,,,,,,,,,,,,,,
32,550,train,0.001765,0.001801,0.210301,,,,,,,,,,,,,,,,,,,,,
32,600,train,0.001541,0.001318,0.222760,,,,,,,,,,,,,,,,,,,,,
32,end,val,,,,0.010289,0.074566,0.079487,0.061600,0.063334,0.602890,0.108993,0.114777,0.088672,0.090776,0.605315,0.727768,0.697913,0.785140,0.775024,-0.025571,0.730251,0.678592,0.792801,0.781913,-0.060856
33,50,train,0.001467,0.000924,0.270457,,,,,,,,,,,,,,,,,,,,,
33,100,train,0.001547,0.003150,0.238467,,,,,,,,,,,,,,,,,,,,,
33,150,train,0.001613,0.001330,0.177016,,,,,,,,,,,,,,,,,,,,,
33,200,train,0.001937,0.001117,0.199881,,,,,,,,,,,,,,,,,,,,,
33,250,train,0.001873,0.001369,0.143935,,,,,,,,,,,,,,,,,,,,,
33,300,train,0.001607,0.000710,0.210195,,,,,,,,,,,,,,,,,,,,,
33,350,train,0.001700,0.001993,0.196507,,,,,,,,,,,,,,,,,,,,,
33,400,train,0.001726,0.002032,0.224838,,,,,,,,,,,,,,,,,,,,,
33,450,train,0.001452,0.001670,0.250346,,,,,,,,,,,,,,,,,,,,,
33,500,train,0.001653,0.001515,0.174748,,,,,,,,,,,,,,,,,,,,,
33,550,train,0.001720,0.001573,0.238305,,,,,,,,,,,,,,,,,,,,,
33,600,train,0.001642,0.001100,0.303550,,,,,,,,,,,,,,,,,,,,,
33,end,val,,,,0.011580,0.078561,0.082974,0.068703,0.067271,0.611296,0.114556,0.119370,0.097655,0.097014,0.613608,0.725930,0.694017,0.782508,0.777727,-0.031398,0.729278,0.679560,0.792882,0.787205,-0.065634
34,50,train,0.001660,0.000822,0.236667,,,,,,,,,,,,,,,,,,,,,
34,100,train,0.001751,0.001027,0.190384,,,,,,,,,,,,,,,,,,,,,
34,150,train,0.001539,0.001753,0.178328,,,,,,,,,,,,,,,,,,,,,
34,200,train,0.001609,0.001391,0.197508,,,,,,,,,,,,,,,,,,,,,
34,250,train,0.001726,0.002693,0.266698,,,,,,,,,,,,,,,,,,,,,
34,300,train,0.001736,0.001476,0.281635,,,,,,,,,,,,,,,,,,,,,
34,350,train,0.001716,0.001065,0.177430,,,,,,,,,,,,,,,,,,,,,
34,400,train,0.001626,0.000676,0.228155,,,,,,,,,,,,,,,,,,,,,
34,450,train,0.001688,0.001237,0.226395,,,,,,,,,,,,,,,,,,,,,
34,500,train,0.001550,0.001116,0.227747,,,,,,,,,,,,,,,,,,,,,
34,550,train,0.001762,0.001880,0.218235,,,,,,,,,,,,,,,,,,,,,
34,600,train,0.001508,0.000839,0.172706,,,,,,,,,,,,,,,,,,,,,
34,end,val,,,,0.010135,0.074408,0.077363,0.062803,0.065133,0.591637,0.107702,0.110476,0.089683,0.093233,0.593671,0.735533,0.708367,0.782574,0.772936,-0.037184,0.735553,0.687307,0.793419,0.785008,-0.067718
35,50,train,0.001749,0.001725,0.156514,,,,,,,,,,,,,,,,,,,,,
35,100,train,0.001513,0.003018,0.176049,,,,,,,,,,,,,,,,,,,,,
35,150,train,0.001363,0.001273,0.316350,,,,,,,,,,,,,,,,,,,,,
35,200,train,0.001724,0.001200,0.234682,,,,,,,,,,,,,,,,,,,,,
35,250,train,0.001488,0.001751,0.185328,,,,,,,,,,,,,,,,,,,,,
35,300,train,0.001431,0.001031,0.187217,,,,,,,,,,,,,,,,,,,,,
35,350,train,0.001365,0.000742,0.215680,,,,,,,,,,,,,,,,,,,,,
35,400,train,0.001496,0.002715,0.267226,,,,,,,,,,,,,,,,,,,,,
35,450,train,0.001679,0.000948,0.187237,,,,,,,,,,,,,,,,,,,,,
35,500,train,0.001573,0.001877,0.260871,,,,,,,,,,,,,,,,,,,,,
35,550,train,0.001420,0.001849,0.253238,,,,,,,,,,,,,,,,,,,,,
35,600,train,0.001627,0.000974,0.287918,,,,,,,,,,,,,,,,,,,,,
35,end,val,,,,0.010532,0.075126,0.078616,0.062874,0.064831,0.606335,0.109983,0.113457,0.090994,0.094230,0.608334,0.727554,0.697192,0.779701,0.772228,-0.025497,0.730202,0.676328,0.789865,0.780562,-0.060818
36,50,train,0.001508,0.001353,0.122866,,,,,,,,,,,,,,,,,,,,,
36,100,train,0.001560,0.002002,0.180388,,,,,,,,,,,,,,,,,,,,,
36,150,train,0.001790,0.002358,0.125311,,,,,,,,,,,,,,,,,,,,,
36,200,train,0.001539,0.001217,0.286695,,,,,,,,,,,,,,,,,,,,,
36,250,train,0.001297,0.001556,0.318846,,,,,,,,,,,,,,,,,,,,,
36,300,train,0.001564,0.000806,0.225122,,,,,,,,,,,,,,,,,,,,,
36,350,train,0.001505,0.001438,0.218298,,,,,,,,,,,,,,,,,,,,,
36,400,train,0.001441,0.001905,0.216889,,,,,,,,,,,,,,,,,,,,,
36,450,train,0.001709,0.002061,0.256406,,,,,,,,,,,,,,,,,,,,,
36,500,train,0.001537,0.000733,0.210678,,,,,,,,,,,,,,,,,,,,,
36,550,train,0.001538,0.000811,0.208667,,,,,,,,,,,,,,,,,,,,,
36,600,train,0.001663,0.001490,0.229927,,,,,,,,,,,,,,,,,,,,,
36,end,val,,,,0.010791,0.076160,0.080076,0.064461,0.066873,0.613569,0.110489,0.114790,0.091909,0.096611,0.615890,0.731792,0.699256,0.785661,0.777894,-0.043483,0.733198,0.675752,0.792213,0.784089,-0.077820
37,50,train,0.001676,0.001263,0.247495,,,,,,,,,,,,,,,,,,,,,
37,100,train,0.001543,0.001268,0.203474,,,,,,,,,,,,,,,,,,,,,
37,150,train,0.001670,0.000788,0.208275,,,,,,,,,,,,,,,,,,,,,
37,200,train,0.001356,0.001695,0.240396,,,,,,,,,,,,,,,,,,,,,
37,250,train,0.001324,0.001033,0.212937,,,,,,,,,,,,,,,,,,,,,
37,300,train,0.001490,0.001312,0.197794,,,,,,,,,,,,,,,,,,,,,
37,350,train,0.001537,0.001427,0.203557,,,,,,,,,,,,,,,,,,,,,
37,400,train,0.001410,0.000806,0.201128,,,,,,,,,,,,,,,,,,,,,
37,450,train,0.001593,0.001658,0.216600,,,,,,,,,,,,,,,,,,,,,
37,500,train,0.001503,0.002047,0.156734,,,,,,,,,,,,,,,,,,,,,
37,550,train,0.001750,0.001111,0.282925,,,,,,,,,,,,,,,,,,,,,
37,600,train,0.001478,0.001892,0.185971,,,,,,,,,,,,,,,,,,,,,
37,end,val,,,,0.010279,0.073851,0.078074,0.063265,0.064329,0.601463,0.107310,0.112800,0.091685,0.092031,0.603184,0.727861,0.701191,0.776968,0.768598,-0.019703,0.727715,0.677133,0.785256,0.777402,-0.052662
38,50,train,0.001590,0.001388,0.269074,,,,,,,,,,,,,,,,,,,,,
38,100,train,0.001601,0.000410,0.265219,,,,,,,,,,,,,,,,,,,,,
38,150,train,0.001669,0.000733,0.204430,,,,,,,,,,,,,,,,,,,,,
38,200,train,0.001578,0.001021,0.211651,,,,,,,,,,,,,,,,,,,,,
38,250,train,0.001682,0.000981,0.245005,,,,,,,,,,,,,,,,,,,,,
38,300,train,0.001340,0.001845,0.214859,,,,,,,,,,,,,,,,,,,,,
38,350,train,0.001599,0.002388,0.251180,,,,,,,,,,,,,,,,,,,,,
38,400,train,0.001462,0.001393,0.175226,,,,,,,,,,,,,,,,,,,,,
38,450,train,0.001338,0.000924,0.256427,,,,,,,,,,,,,,,,,,,,,
38,500,train,0.001341,0.000991,0.252530,,,,,,,,,,,,,,,,,,,,,
38,550,train,0.001500,0.001567,0.220923,,,,,,,,,,,,,,,,,,,,,
38,600,train,0.001460,0.002427,0.244592,,,,,,,,,,,,,,,,,,,,,
38,end,val,,,,0.010567,0.075238,0.080662,0.062876,0.064542,0.611017,0.109178,0.115578,0.090904,0.093410,0.613152,0.735751,0.704549,0.780860,0.774077,-0.027743,0.736034,0.685090,0.789655,0.782122,-0.062402
39,50,train,0.001386,0.001473,0.218576,,,,,,,,,,,,,,,,,,,,,
39,100,train,0.001434,0.001075,0.240361,,,,,,,,,,,,,,,,,,,,,
39,150,train,0.001284,0.001728,0.261432,,,,,,,,,,,,,,,,,,,,,
39,200,train,0.001300,0.001213,0.233707,,,,,,,,,,,,,,,,,,,,,
39,250,train,0.001426,0.000753,0.289856,,,,,,,,,,,,,,,,,,,,,
39,300,train,0.001462,0.001674,0.261292,,,,,,,,,,,,,,,,,,,,,
39,350,train,0.001686,0.001603,0.250953,,,,,,,,,,,,,,,,,,,,,
39,400,train,0.001334,0.002314,0.239060,,,,,,,,,,,,,,,,,,,,,
39,450,train,0.001328,0.000656,0.162754,,,,,,,,,,,,,,,,,,,,,
39,500,train,0.001411,0.000763,0.295750,,,,,,,,,,,,,,,,,,,,,
39,550,train,0.001795,0.001326,0.202691,,,,,,,,,,,,,,,,,,,,,
39,600,train,0.001615,0.002236,0.234024,,,,,,,,,,,,,,,,,,,,,
39,end,val,,,,0.010741,0.075828,0.080009,0.062594,0.065603,0.605414,0.111227,0.114893,0.091075,0.095374,0.607437,0.725611,0.699465,0.777067,0.763339,-0.005741,0.726413,0.674451,0.790467,0.774966,-0.039520
40,50,train,0.001524,0.001539,0.217898,,,,,,,,,,,,,,,,,,,,,
40,100,train,0.001372,0.001701,0.238743,,,,,,,,,,,,,,,,,,,,,
40,150,train,0.001303,0.002557,0.206495,,,,,,,,,,,,,,,,,,,,,
40,200,train,0.001220,0.001063,0.141619,,,,,,,,,,,,,,,,,,,,,
40,250,train,0.001360,0.001015,0.273511,,,,,,,,,,,,,,,,,,,,,
40,300,train,0.001317,0.001322,0.330872,,,,,,,,,,,,,,,,,,,,,
40,350,train,0.001572,0.001577,0.156011,,,,,,,,,,,,,,,,,,,,,
40,400,train,0.001466,0.000923,0.175267,,,,,,,,,,,,,,,,,,,,,
40,450,train,0.001398,0.001918,0.233353,,,,,,,,,,,,,,,,,,,,,
40,500,train,0.001260,0.001492,0.184057,,,,,,,,,,,,,,,,,,,,,
40,550,train,0.001440,0.001768,0.257262,,,,,,,,,,,,,,,,,,,,,
40,600,train,0.001346,0.001421,0.263521,,,,,,,,,,,,,,,,,,,,,
40,end,val,,,,0.010291,0.073963,0.078536,0.063506,0.064842,0.584879,0.108262,0.112869,0.090348,0.092428,0.586551,0.729524,0.699267,0.775025,0.765712,-0.012914,0.728248,0.671295,0.782646,0.768160,-0.042819
41,50,train,0.001258,0.001350,0.279898,,,,,,,,,,,,,,,,,,,,,
41,100,train,0.001515,0.000588,0.206289,,,,,,,,,,,,,,,,,,,,,
41,150,train,0.001342,0.000706,0.290824,,,,,,,,,,,,,,,,,,,,,
41,200,train,0.001223,0.001507,0.247085,,,,,,,,,,,,,,,,,,,,,
41,250,train,0.001547,0.000793,0.208409,,,,,,,,,,,,,,,,,,,,,
41,300,train,0.001268,0.003844,0.242673,,,,,,,,,,,,,,,,,,,,,
41,350,train,0.001232,0.000796,0.232769,,,,,,,,,,,,,,,,,,,,,
41,400,train,0.001429,0.000883,0.203239,,,,,,,,,,,,,,,,,,,,,
41,450,train,0.001404,0.001979,0.212102,,,,,,,,,,,,,,,,,,,,,
41,500,train,0.001395,0.001965,0.222233,,,,,,,,,,,,,,,,,,,,,
41,550,train,0.001311,0.001305,0.260098,,,,,,,,,,,,,,,,,,,,,
41,600,train,0.001395,0.001402,0.190812,,,,,,,,,,,,,,,,,,,,,
41,end,val,,,,0.010651,0.076443,0.080448,0.063199,0.065621,0.604914,0.111241,0.115238,0.090509,0.093585,0.606942,0.729571,0.700061,0.783299,0.771198,-0.030592,0.733902,0.679734,0.787929,0.773073,-0.065026
42,50,train,0.001270,0.001144,0.230855,,,,,,,,,,,,,,,,,,,,,
42,100,train,0.001381,0.001537,0.157386,,,,,,,,,,,,,,,,,,,,,
42,150,train,0.001575,0.000926,0.237200,,,,,,,,,,,,,,,,,,,,,
42,200,train,0.001451,0.001601,0.195229,,,,,,,,,,,,,,,,,,,,,
42,250,train,0.001277,0.001580,0.226435,,,,,,,,,,,,,,,,,,,,,
42,300,train,0.001233,0.000652,0.192598,,,,,,,,,,,,,,,,,,,,,
42,350,train,0.001451,0.002767,0.195907,,,,,,,,,,,,,,,,,,,,,
42,400,train,0.001300,0.002986,0.269976,,,,,,,,,,,,,,,,,,,,,
42,450,train,0.001303,0.001139,0.175351,,,,,,,,,,,,,,,,,,,,,
42,500,train,0.001238,0.000795,0.224823,,,,,,,,,,,,,,,,,,,,,
42,550,train,0.001226,0.001186,0.289915,,,,,,,,,,,,,,,,,,,,,
42,600,train,0.001348,0.001179,0.325318,,,,,,,,,,,,,,,,,,,,,
42,end,val,,,,0.011588,0.081175,0.083824,0.064927,0.067736,0.608523,0.117299,0.120139,0.093075,0.097457,0.610637,0.725815,0.693426,0.780409,0.769706,-0.017197,0.731124,0.670391,0.788007,0.776035,-0.049919
43,50,train,0.001268,0.003782,0.169724,,,,,,,,,,,,,,,,,,,,,
43,100,train,0.001265,0.001481,0.223043,,,,,,,,,,,,,,,,,,,,,
43,150,train,0.001311,0.001804,0.173794,,,,,,,,,,,,,,,,,,,,,
43,200,train,0.001128,0.001078,0.162042,,,,,,,,,,,,,,,,,,,,,
43,250,train,0.001342,0.001600,0.200547,,,,,,,,,,,,,,,,,,,,,
43,300,train,0.001286,0.000773,0.182880,,,,,,,,,,,,,,,,,,,,,
43,350,train,0.001146,0.001428,0.136247,,,,,,,,,,,,,,,,,,,,,
43,400,train,0.001293,0.003846,0.182345,,,,,,,,,,,,,,,,,,,,,
43,450,train,0.001349,0.001100,0.306368,,,,,,,,,,,,,,,,,,,,,
43,500,train,0.001249,0.001222,0.172436,,,,,,,,,,,,,,,,,,,,,
43,550,train,0.001622,0.001559,0.345482,,,,,,,,,,,,,,,,,,,,,
43,600,train,0.001336,0.001403,0.188212,,,,,,,,,,,,,,,,,,,,,
43,end,val,,,,0.010532,0.076812,0.081185,0.063595,0.064501,0.599571,0.110746,0.114684,0.090426,0.092386,0.602185,0.734323,0.702373,0.781572,0.773919,-0.029216,0.737443,0.674384,0.791702,0.783892,-0.060781
44,50,train,0.001354,0.001717,0.228241,,,,,,,,,,,,,,,,,,,,,
44,100,train,0.001232,0.000841,0.255157,,,,,,,,,,,,,,,,,,,,,
44,150,train,0.001275,0.001309,0.136378,,,,,,,,,,,,,,,,,,,,,
44,200,train,0.001137,0.001107,0.141204,,,,,,,,,,,,,,,,,,,,,
44,250,train,0.001131,0.001142,0.159299,,,,,,,,,,,,,,,,,,,,,
